max_sp_recursion_depth,Default Value,0,593.3425,11866.855,26.9525,-3.712553958,-3.71243526,3.663461538,3.712553958,3.71243526,3.663461538
max_sp_recursion_depth,Minimum Value,0,591.095,11821.8725,27.0625,-4.077277596,-4.077422899,4.086538462,4.077277596,4.077422899,4.086538462
max_sp_recursion_depth,Maximum Value,255,596.92,11938.385,26.8025,-3.131998312,-3.132041424,3.086538462,3.131998312,3.132041424,3.086538462
default_week_format,Default Value,0,590.01,11800.205,27.1,-4.253351076,-4.253232817,4.230769231,4.253351076,4.253232817,4.230769231
default_week_format,Minimum Value,0,594.975,11899.6825,26.8725,-3.447632339,-3.446073193,3.355769231,3.447632339,3.446073193,3.355769231
default_week_format,Maximum Value,7,597.6766667,11953.5,26.74333333,-3.009206669,-3.009398437,2.858974359,3.009206669,3.009398437,2.858974359
max_seeks_for_key,"Default Value (Other, 64-bit platforms)",1.84467E+19,595.4425,11908.8575,26.86,-3.371766577,-3.371627318,3.307692308,3.371766577,3.371627318,3.307692308
max_seeks_for_key,Minimum Value,1,422.14,8442.824,27.41,-31.4952452,-31.49499488,5.423076923,31.4952452,31.49499488,5.423076923
max_seeks_for_key,"Maximum Value (Other, 64-bit platforms)",1.84467E+19,592.92,11858.5625,26.9725,-3.781117133,-3.779720538,3.740384615,3.781117133,3.779720538,3.740384615
range_alloc_block_size,Default Value,4096,595.165,11903.5075,26.875,-3.416799195,-3.415037174,3.365384615,3.416799195,3.415037174,3.365384615
range_alloc_block_size,Minimum Value,4096,598.3875,11967.7375,26.7275,-2.893852845,-2.893875478,2.798076923,2.893852845,2.893875478,2.798076923
range_alloc_block_size,Maximum Value (64-bit platforms),1.84467E+19,11.8,361.784,1315.8325,-98.08509948,-97.06448757,4960.894231,98.08509948,97.06448757,4960.894231
range_alloc_block_size,Maximum Value,4294966272,11.756,369.4025,1320.95,-98.09223978,-97.00267113,4980.576923,98.09223978,97.00267113,4980.576923
query_alloc_block_size,Default Value,8192,592.7125,11854.235,26.9775,-3.814790172,-3.814833838,3.759615385,3.814790172,3.814833838,3.759615385
query_alloc_block_size,Minimum Value,1024,597.655,11953.0725,26.7675,-3.012722729,-3.012867168,2.951923077,3.012722729,3.012867168,2.951923077
query_alloc_block_size,Maximum Value,4294966272,436.0325,8720.685,36.6825,-29.2407744,-29.240433,41.08653846,29.2407744,29.240433,41.08653846
query_prealloc_size,Default Value,8192,634.5066667,12690.41,25.26666667,2.967554878,2.969883296,-2.820512821,2.967554878,2.969883296,2.820512821
query_prealloc_size,Minimum Value,8192,591.895,11837.895,27.0175,-3.947453831,-3.947416464,3.913461538,3.947453831,3.947416464,3.913461538
query_prealloc_size,Maximum Value (64-bit platforms),1.84467E+19,600.46,12009.2225,26.6325,-2.557528156,-2.557266526,2.432692308,2.557528156,2.557266526,2.432692308
transaction_alloc_block_size,Default Value,8192,593.815,11876.36,26.955,-3.635876797,-3.635311768,3.673076923,3.635876797,3.635311768,3.673076923
transaction_alloc_block_size,Minimum Value,1024,595.3375,11906.76,26.8675,-3.388805946,-3.388646416,3.336538462,3.388805946,3.388646416,3.336538462
transaction_alloc_block_size,Maximum Value,131072,603.1666667,12063.28,26.51333333,-2.118291087,-2.118644412,1.974358974,2.118291087,2.118644412,1.974358974
transaction_prealloc_size,Default Value,4096,594.96,11899.1975,26.8775,-3.450066535,-3.450008479,3.375,3.450066535,3.450008479,3.375
transaction_prealloc_size,Minimum Value,1024,595.5966667,11911.90333,26.84333333,-3.346748456,-3.346913451,3.243589744,3.346748456,3.346913451,3.243589744
transaction_prealloc_size,Maximum Value,131072,625.2333333,12504.72667,25.62666667,1.462681077,1.463250243,-1.435897436,1.462681077,1.463250243,1.435897436
