replica-read-only,other,no,0.362,0.09319999999999999,-3.6694678680648787,-3.9696316530601754
replica-ignore-maxmemory,default,yes,0.369,0.09519999999999999,-1.8067227715909937,-1.9088941348854989
replica-ignore-maxmemory,other,no,0.384,0.0988,2.1848738637101888,1.8004333978289215
jemalloc-bg-thread,default,yes,0.363,0.0935,-3.403361425711467,-3.6605210253339653
jemalloc-bg-thread,other,no,0.37700000000000006,0.0964,0.32212876723631834,-0.6724516239806873
activedefrag,default,no,0.37300000000000005,0.096,-0.7422970021773304,-1.0845991276156197
activedefrag,other,yes,0.369,0.09490000000000001,-1.8067227715909937,-2.21800476261168
syslog-enabled,default,no,0.367,0.09489999999999998,-2.338935656297818,-2.218004762611709
syslog-enabled,other,yes,0.37799999999999995,0.0978,0.588235209589701,0.7700646387415833
cluster-enabled,default,no,0.38099999999999995,0.0982,1.3865545366499377,1.1822121423765157
appendonly,default,no,0.36900000000000005,0.0954,-1.806722771590979,-1.7028203830680255
appendonly,other,yes,0.364,0.0948,-3.1372549833580545,-2.3210416385204313
cluster-allow-reads-when-down,default,no,0.36900000000000005,0.0951,-1.806722771590979,-2.011931010794221
cluster-allow-reads-when-down,other,yes,0.372,0.0962,-1.0084034445307575,-0.8785253757981606
crash-log-enabled,default,yes,0.376,0.09659999999999999,0.05602232488289138,-0.4663778721632283
crash-log-enabled,other,no,0.37,0.0955,-1.5406163292375816,-1.599783507159289
crash-memcheck-enabled,default,yes,0.372,0.0965,-1.0084034445307575,-0.5694147480719506
crash-memcheck-enabled,other,no,0.37699999999999995,0.09809999999999999,0.3221287672362888,1.079175266467779
use-exit-on-panic,default,no,0.37299999999999994,0.0971,-0.7422970021773599,0.04880650738045513
use-exit-on-panic,other,yes,0.368,0.0958,-2.072829213944406,-1.290672879433093
disable-thp,default,yes,0.377,0.0972,0.32212876723630357,0.1518433832891775
disable-thp,other,no,0.376,0.09730000000000001,0.05602232488289138,0.2548802591979285
cluster-allow-replica-migration,default,yes,0.376,0.0972,0.05602232488289138,0.1518433832891775
cluster-allow-replica-migration,other,no,0.37099999999999994,0.096,-1.2745098868841842,-1.0845991276156197
replica-announced,default,yes,0.371,0.0962,-1.2745098868841696,-0.8785253757981606
replica-announced,other,no,0.375,0.0965,-0.21008411747052078,-0.5694147480719506
